team_code,team_country,team_founded,id,logo_url,name,team_national,venue_address,venue_capacity,venue_city,venue_id,venue_image,venue_name,venue_surface
,Turkey,,13408,https://media.api-sports.io/football/teams/13408.png,Ağrı Gençlerbirliği,False,Hanibaba Bulvarı,10000,Ağrı,4779,https://media.api-sports.io/football/venues/4779.png,Vali Lütfü Yiğenoğlu Stadyumu,grass
,Turkey,,13409,https://media.api-sports.io/football/teams/13409.png,Bilecik İl Özel İdaresi,False,,,,,,,
,Turkey,,13410,https://media.api-sports.io/football/teams/13410.png,Edirnespor Gençlik,False,,,,,,,
,Turkey,,13411,https://media.api-sports.io/football/teams/13411.png,Kızıltepe Fıratspor,False,,,,,,,
,Turkey,,13412,https://media.api-sports.io/football/teams/13412.png,Muş Demirspor,False,,,,,,,
SAN,Turkey,1986,13413,https://media.api-sports.io/football/teams/13413.png,Sandıklıspor,False,,1400,Sandıklı,8409,https://media.api-sports.io/football/venues/8409.png,Sandıklı ilçe Stadyumu,grass
,Turkey,1955,13414,https://media.api-sports.io/football/teams/13414.png,Zara Belediyespor,False,Ahmet Başyurt Mah. Stad Caddesi,500,Zara,8410,https://media.api-sports.io/football/venues/8410.png,Korgeneral Ahmet Başyurt Stadyumu,grass
,Turkey,,13415,https://media.api-sports.io/football/teams/13415.png,Çankırı Belediye Gençlik,False,,,,,,,
,Turkey,,13416,https://media.api-sports.io/football/teams/13416.png,Çine Madranspor,False,Yeni Adnan Menderes Bulvarı,5000,Çine,8411,https://media.api-sports.io/football/venues/8411.png,Çine Yüksel Yalova Stadyumu,grass
,Turkey,,13417,https://media.api-sports.io/football/teams/13417.png,Adıyaman İl Özel İdare,False,,,,,,,
BAL,Turkey,,13418,https://media.api-sports.io/football/teams/13418.png,Balçova Yaşamspor,False,"Turgut Özal Blv, Ulucak İstiklal Mh.",3000,Ulucak Cumhuriye,8412,https://media.api-sports.io/football/venues/8412.png,Ulucak Stadı,grass
,Turkey,1978,13419,https://media.api-sports.io/football/teams/13419.png,Beyköy Belediyespor,False,Değirmenbaşı,1500,Beyköy,8413,https://media.api-sports.io/football/venues/8413.png,Beyköy Stadı,artificial turf
,Turkey,,13420,https://media.api-sports.io/football/teams/13420.png,Hasköy Yildizspor,False,,,,,,,
,Turkey,1967,13421,https://media.api-sports.io/football/teams/13421.png,Karsspor,False,,4500,,8414,https://media.api-sports.io/football/venues/8414.png,Kars Sehir Stadyumu,grass
KAY,Turkey,1956,13422,https://media.api-sports.io/football/teams/13422.png,Kayseri Şekerspor,False,Ahmet Gazi Ayhan,2000,Kayseri,7419,https://media.api-sports.io/football/venues/7419.png,Kayseri Atatürk Spor Kompleksi Yan Açık Saha,grass
,Turkey,1969,13423,https://media.api-sports.io/football/teams/13423.png,Mardinspor,False,,6600,,8397,https://media.api-sports.io/football/venues/8397.png,21 Kasim Sehir Stadyumu,grass
,Turkey,,13424,https://media.api-sports.io/football/teams/13424.png,Patnos Gençlikspor,False,,,,,,,
,Turkey,1959,13425,https://media.api-sports.io/football/teams/13425.png,Sorgun Belediyespor,False,,1000,Sorgun,8415,https://media.api-sports.io/football/venues/8415.png,Sorgun İlçe Stadı,artificial turf
,Turkey,1980,13426,https://media.api-sports.io/football/teams/13426.png,Trabzon Kanuni,False,Akçaabat Caddesi,6238,Akçaabat,8416,https://media.api-sports.io/football/venues/8416.png,Fatih Stadyumu,grass
BAF,Turkey,1999,13427,https://media.api-sports.io/football/teams/13427.png,1930 Bafraspor,False,,4000,Bafra,8417,https://media.api-sports.io/football/venues/8417.png,Bafra Şehir Stadyumu,grass
ADI,Turkey,1946,13428,https://media.api-sports.io/football/teams/13428.png,Adıyamanspor,False,Urfa-Samsat Yolu,8596,Adıyaman,7416,https://media.api-sports.io/football/venues/7416.png,Adıyaman Atatürk Stadyumu,grass
,Turkey,,13429,https://media.api-sports.io/football/teams/13429.png,Armutlu Belediyespor,False,,,,,,,
BIN,Turkey,1981,13430,https://media.api-sports.io/football/teams/13430.png,Belediye Bingölspor,False,75. Yıl Cumhuriyet Caddesi,3500,Bingöl,4775,https://media.api-sports.io/football/venues/4775.png,Bingöl Şehir Stadyumu,grass
,Turkey,,13431,https://media.api-sports.io/football/teams/13431.png,Elazığ Belediyespor SK,False,,,,,,,
ELA,Turkey,,13432,https://media.api-sports.io/football/teams/13432.png,Elazığ Belediyespor SK,False,"Malatya Yolu, 10 km",13923,Elaziğ,2373,https://media.api-sports.io/football/venues/2373.png,Elaziğ Atatürk Stadyumu,grass
,Turkey,,13433,https://media.api-sports.io/football/teams/13433.png,Girmeli Belediyespor,False,,,,,,,
,Turkey,,13434,https://media.api-sports.io/football/teams/13434.png,Göle Belediyespor,False,,,,,,,
,Turkey,1967,13435,https://media.api-sports.io/football/teams/13435.png,Ispartaspor,False,,10000,,8418,https://media.api-sports.io/football/venues/8418.png,Isparta Atatürk Stadyumu,grass
,Turkey,,13436,https://media.api-sports.io/football/teams/13436.png,Iğdır Gençlerbirliğispor,False,,,,,,,
,Turkey,,13437,https://media.api-sports.io/football/teams/13437.png,Muş Ovasıspor,False,,,,,,,
SII,Turkey,1969,13438,https://media.api-sports.io/football/teams/13438.png,Siirtspor,False,Hükümet Caddesi,5650,Siirt,4797,https://media.api-sports.io/football/venues/4797.png,Siirt Atatürk Stadyumu,grass
,Turkey,,13439,https://media.api-sports.io/football/teams/13439.png,Tosya Belediyespor,False,,,,,,,
CIK,Turkey,1955,13440,https://media.api-sports.io/football/teams/13440.png,Çıksalınspor,False,"Fevzi Paşa Caddesi, Karagümrük, Çukurbostan",11722,İstanbul,2391,https://media.api-sports.io/football/venues/2391.png,Vefa Stadı,grass
UNY,Turkey,1957,13441,https://media.api-sports.io/football/teams/13441.png,Ünyespor,False,"Büyük Cami Caddesi, Ünye",9909,Ordu,8420,https://media.api-sports.io/football/venues/8420.png,Ünye İlçe Stadyumu,grass
,Turkey,2005,13442,https://media.api-sports.io/football/teams/13442.png,Afyonkarahisarspor,False,,10000,,8428,https://media.api-sports.io/football/venues/8428.png,Ayfon Atatürk Stadi,grass
,Turkey,,13443,https://media.api-sports.io/football/teams/13443.png,Ayancıkspor,False,,,,,,,
,Turkey,,13444,https://media.api-sports.io/football/teams/13444.png,Beşikdüzüspor,False,,3000,,8423,https://media.api-sports.io/football/venues/8423.png,Vakfikebir Ilçe Stadyumu,grass
,Turkey,,13445,https://media.api-sports.io/football/teams/13445.png,Emrespor,False,,,,,,,
,Turkey,,13446,https://media.api-sports.io/football/teams/13446.png,Hakkari Zapspor,False,Pehlivan,5000,Hakkâri,8403,https://media.api-sports.io/football/venues/8403.png,Merzan Şehir Stadı,artificial turf
,Turkey,,13447,https://media.api-sports.io/football/teams/13447.png,Iğdır Üniversitesi,False,,,,,,,
,Turkey,,13448,https://media.api-sports.io/football/teams/13448.png,Kadirlispor,False,,,,,,,
,Turkey,,13449,https://media.api-sports.io/football/teams/13449.png,Kilimli Belediyespor,False,,5000,,5385,https://media.api-sports.io/football/venues/5385.png,18 Temmuz Stadyumu,grass
,Turkey,,13450,https://media.api-sports.io/football/teams/13450.png,Uşak Belediyespor,False,,,,,,,
YOZ,Turkey,,13451,https://media.api-sports.io/football/teams/13451.png,Yozgatspor AŞ,False,,,,,,,
,Turkey,,13452,https://media.api-sports.io/football/teams/13452.png,Çerkezköyspor,False,,,,,,,
,Turkey,,13453,https://media.api-sports.io/football/teams/13453.png,İskenderunspor 1967,False,,,,,,,
,Turkey,1974,13454,https://media.api-sports.io/football/teams/13454.png,OYAK-Renaultspor,False,,3900,,8421,https://media.api-sports.io/football/venues/8421.png,Bursa Merinos Stadyumu,artificial turf
SIV,Turkey,,13455,https://media.api-sports.io/football/teams/13455.png,Sivas 4 Eylül,False,Erzican-Erzurum Çevre Yolu,5000,Sivas,8422,https://media.api-sports.io/football/venues/8422.png,Muhsin Yazıcıoğlu Spor Tesisleri,artificial turf
,Turkey,1923,13456,https://media.api-sports.io/football/teams/13456.png,Akçaabat Sebatspor,False,,6238,,8416,https://media.api-sports.io/football/venues/8416.png,Fatih Stadyumu,grass
,Turkey,,13457,https://media.api-sports.io/football/teams/13457.png,Keçiören Sportif,False,,2000,,4804,https://media.api-sports.io/football/venues/4804.png,Yenimahalle Hasan Dogan Stadyumu,grass
,Turkey,1967,13458,https://media.api-sports.io/football/teams/13458.png,Lüleburgazspor,False,,3000,Babaeski,8424,https://media.api-sports.io/football/venues/8424.png,Babaeski 100. Yıl Stadyumu,grass
ERZ,Turkey,1984,13459,https://media.api-sports.io/football/teams/13459.png,Erzincan Refahiyespor,False,,5100,Erzincan,5378,https://media.api-sports.io/football/venues/5378.png,13 Şubat Şehir Stadyumu,grass
,Turkey,,13460,https://media.api-sports.io/football/teams/13460.png,Erganispor,False,,500,,8425,https://media.api-sports.io/football/venues/8425.png,Seyrantepe Spor Kompleksi Stadyumu 2,artificial turf
,Turkey,,13461,https://media.api-sports.io/football/teams/13461.png,Küçükçekmecespor,False,,5000,,8426,https://media.api-sports.io/football/venues/8426.png,Metin Oktay Stadyumu,artificial turf
,Turkey,2009,13462,https://media.api-sports.io/football/teams/13462.png,Yeni Iskenderunspor,False,,12390,,8427,https://media.api-sports.io/football/venues/8427.png,Iskenderun 5 Temmuz Stadi,grass
,Turkey,1986,13463,https://media.api-sports.io/football/teams/13463.png,Kayapinar Belediyespor,False,,500,,8425,https://media.api-sports.io/football/venues/8425.png,Seyrantepe Spor Kompleksi Stadyumu 2,artificial turf
,Turkey,1959,13464,https://media.api-sports.io/football/teams/13464.png,Yimpas Yozgatspor,False,,8260,,8429,https://media.api-sports.io/football/venues/8429.png,Bozok Stadyumu,grass
,Turkey,1967,15100,https://media.api-sports.io/football/teams/15100.png,Ceyhanspor,False,Altıocak Mahallesi,3930,Ceyhan,10798,https://media.api-sports.io/football/venues/10798.png,Ceyhan İlçe Stadı,grass
,Turkey,,15101,https://media.api-sports.io/football/teams/15101.png,Arnavutköy Belediyespor,False,Betül Sk.,1000,Arnavutköy,11026,https://media.api-sports.io/football/venues/11026.png,Bolluca Stadı,artificial turf
,Turkey,1963,15102,https://media.api-sports.io/football/teams/15102.png,Yalovaspor,False,"Yaşar Okuyan Caddesi, Bahçelievler Mah.",8980,Yalova,4800,https://media.api-sports.io/football/venues/4800.png,Yalova Atatürk Stadyumu,grass
,Turkey,,15360,https://media.api-sports.io/football/teams/15360.png,Altındağ,False,,,,,,,
,Turkey,,15361,https://media.api-sports.io/football/teams/15361.png,Kestelspor,False,Ahmet Tokuş Bulvarı,3750,Alanya,12124,https://media.api-sports.io/football/venues/12124.png,Milli Egemenlik Stadyumu,grass
,Turkey,,17020,https://media.api-sports.io/football/teams/17020.png,Burdur MAKÜ Spor,False,Yakaköy,10000,Burdur,12622,https://media.api-sports.io/football/venues/12622.png,Makü İstiklal Stadı,grass
,Turkey,2016,17259,https://media.api-sports.io/football/teams/17259.png,76 Iğdır Belediyespor,False,,,,,,,
,Turkey,1934,17260,https://media.api-sports.io/football/teams/17260.png,Kuşadasıspor,False,Kadinlar Denizi Mahallesi,8000,Kusadasi,18664,https://media.api-sports.io/football/venues/18664.png,Kuşadası Belediyesi Özer Türk Stadyumu,grass
,Turkey,1967,17261,https://media.api-sports.io/football/teams/17261.png,Orduspor 1967,False,"Durugöl, Spor Alanı",16768,Ordu,19626,https://media.api-sports.io/football/venues/19626.png,Yeni Ordu Stadyumu,grass
,Turkey,,17685,https://media.api-sports.io/football/teams/17685.png,Yevpatoriya,False,,,,,,,
,Turkey,,17982,https://media.api-sports.io/football/teams/17982.png,Turkey U17,True,,,,,,,
,Turkey,,19075,https://media.api-sports.io/football/teams/19075.png,Turkey U18,True,,,,,,,
,Turkey,1908,19209,https://media.api-sports.io/football/teams/19209.png,Beykoz,False,"İbrahım Kelle Sokak No:38, Beykoz",3500,İstanbul,18709,https://media.api-sports.io/football/venues/18709.png,Beykoz Stadı,grass
,Turkey,2011,19299,https://media.api-sports.io/football/teams/19299.png,Amasyaspor 1968,False,Hızırpaşa,12000,Amasya,8386,https://media.api-sports.io/football/venues/8386.png,Amasya 12 Haziran Stadyumu,grass
,Turkey,,19300,https://media.api-sports.io/football/teams/19300.png,Eynesil Belediyespor,False,,3000,Vakfıkebir,8423,https://media.api-sports.io/football/venues/8423.png,Vakfıkebir İlçe Stadyumu,grass
,Turkey,1985,19301,https://media.api-sports.io/football/teams/19301.png,Kartal Bulvarspor,False,"Arda Sokak No:14, Karlıktepe Mah., Kartal",2000,İstanbul,20025,https://media.api-sports.io/football/venues/20025.png,Mimar Kubilay Köse Stadyumu,artificial turf
,Turkey,1954,19302,https://media.api-sports.io/football/teams/19302.png,Arguvan Belediyespor,False,,,,,,,
,Turkey,2021,19303,https://media.api-sports.io/football/teams/19303.png,Efeler 09 Spor,False,,2000,İncirliova,21095,https://media.api-sports.io/football/venues/21095.png,Ahmet Yaşar Kocabıyık Stadyumu,grass
,Turkey,1952,19304,https://media.api-sports.io/football/teams/19304.png,Sapanca Gençlikspor,False,"Birlik Sokak No:2, Gazipaşa Mah.",5000,Sapanca,20026,https://media.api-sports.io/football/venues/20026.png,Sapanca Atatürk Stadı,grass
,Turkey,,19930,https://media.api-sports.io/football/teams/19930.png,Turkey U23,True,,,,,,,
,Turkey,1979,20292,https://media.api-sports.io/football/teams/20292.png,Bilecik 1969 Spor,False,,,,,,,
,Turkey,,20293,https://media.api-sports.io/football/teams/20293.png,Cizre Serhatspor,False,,,,,,,
,Turkey,,20294,https://media.api-sports.io/football/teams/20294.png,Karabük İdman Yurdu,False,"Fatih Caddesi, Yenişehir",14000,Karabük,2366,https://media.api-sports.io/football/venues/2366.png,Dr. Necmettin Şeyhoğlu Stadı,grass
,Turkey,2018,20295,https://media.api-sports.io/football/teams/20295.png,Mazıdağı Fosfatspor,False,Yeni Yol Caddesi,6600,Mardin,8397,https://media.api-sports.io/football/venues/8397.png,21 Kasım Şehir Stadyumu,grass
,Turkey,1994,21035,https://media.api-sports.io/football/teams/21035.png,Tokat Bld Plevnespor,False,G.O.P. Bulvarı,5762,Tokat,2410,https://media.api-sports.io/football/venues/2410.png,Gaziosmanpaşa Stadyumu,grass
,Turkey,2014,21993,https://media.api-sports.io/football/teams/21993.png,Aliağa FAŞ,False,,3000,Aliağa,21096,https://media.api-sports.io/football/venues/21096.png,Aliağa Şehir Stadyumu,grass
,Turkey,1977,21994,https://media.api-sports.io/football/teams/21994.png,Küçükçekmece Sinopspor,False,"4. Cd. Atakent, Küçükçekmece",6000,İstanbul,21097,https://media.api-sports.io/football/venues/21097.png,İbb Halkalı Futbol Stadı,artificial turf
,Turkey,1984,21995,https://media.api-sports.io/football/teams/21995.png,Talasgücü Belediyespor,False,Kaldırım Caddesi,1500,Kayseri,21091,https://media.api-sports.io/football/venues/21091.png,Vali Nihat Canpolat Spor Tesisleri Sümer Stadi 1,grass
,Turkey,1980,21996,https://media.api-sports.io/football/teams/21996.png,İnegöl Kafkas Gençlik,False,Edirne Caddesi,4975,İnegöl,2414,https://media.api-sports.io/football/venues/2414.png,İnegöl İlçe Stadyumu,grass
,Turkey,,21997,https://media.api-sports.io/football/teams/21997.png,Anadolu Üniversitesi,False,,,,,,,
,Turkey,,21998,https://media.api-sports.io/football/teams/21998.png,Silifke Belediyespor,False,,,,,,,
,Turkey,,21999,https://media.api-sports.io/football/teams/21999.png,Viven Bornova,False,,,,,,,
,Turkey,,22009,https://media.api-sports.io/football/teams/22009.png,Adana 1954 FK,False,,,,,,,
,Turkey,2018,22010,https://media.api-sports.io/football/teams/22010.png,Sebat Gençlikspor,False,"Akyazı, Ortahisar",3500,Trabzon,21092,https://media.api-sports.io/football/venues/21092.png,Ortahisar Yavuz Selim Stadı,grass
,Turkey,,22442,https://media.api-sports.io/football/teams/22442.png,Burhaniye Belediyespor,False,,,,,,,
,Turkey,,22443,https://media.api-sports.io/football/teams/22443.png,Doğubayazıt FK,False,,,,,,,
,Turkey,,22444,https://media.api-sports.io/football/teams/22444.png,Kumluca Belediyespor,False,,,,,,,
,Turkey,1990,22445,https://media.api-sports.io/football/teams/22445.png,Niğde Belediyesispor,False,"Merkez Yerleşke, Bor Yolu Üzeri",3000,Niğde,21093,https://media.api-sports.io/football/venues/21093.png,Niğde Ömer Halisdemir Üniversitesi Kampüs Stadı,grass
,Turkey,,22446,https://media.api-sports.io/football/teams/22446.png,Sincan Belediyespor,False,,,,,,,
,Turkey,,22447,https://media.api-sports.io/football/teams/22447.png,Sökespor,False,,,,,,,
,Turkey,,22448,https://media.api-sports.io/football/teams/22448.png,Yozgat Bld Bozokspor,False,"Tekke, Hasbahçe Sk.",2000,Yozgat,21098,https://media.api-sports.io/football/venues/21098.png,Bozok Stadı Sentetik Dış Saha,artificial turf
,Turkey,,22449,https://media.api-sports.io/football/teams/22449.png,Yunus Emre Belediyespor,False,,,,,,,
,Turkey,,22450,https://media.api-sports.io/football/teams/22450.png,Çankırı Saray 18,False,,,,,,,
,Turkey,1991,22451,https://media.api-sports.io/football/teams/22451.png,Çorluspor 1947,False,Omurtak Caddesi,5000,Çorlu,21099,https://media.api-sports.io/football/venues/21099.png,General Basri Saran Stadyumu,grass
,Turkey,2018,22452,https://media.api-sports.io/football/teams/22452.png,Şırnak İdmanyurdu,False,,3000,Şırnak,21259,https://media.api-sports.io/football/venues/21259.png,Şırnak Şehir Stadyumu,artificial turf
,Turkey,,22501,https://media.api-sports.io/football/teams/22501.png,Turkey U16,False,,,,,,,
,Turkey,,24209,https://media.api-sports.io/football/teams/24209.png,Galatasaray W,False,,,,,,,
,Turkey,,24600,https://media.api-sports.io/football/teams/24600.png,1926 Polatlı Belediye,False,,,,,,,
,Turkey,1920,24601,https://media.api-sports.io/football/teams/24601.png,Kahramanmaraş İstiklalsp,False,,,,,,,
,Turkey,,24602,https://media.api-sports.io/football/teams/24602.png,Nilüfer Belediye,False,,,,,,,
,Turkey,,24603,https://media.api-sports.io/football/teams/24603.png,Beykoz İshaklıspor,False,,,,,,,
,Turkey,,24604,https://media.api-sports.io/football/teams/24604.png,Tire 2021 FK,False,,,,,,,
,Turkey,,24605,https://media.api-sports.io/football/teams/24605.png,Türk Metal 1963,False,,,,,,,
,Turkey,,24606,https://media.api-sports.io/football/teams/24606.png,Çayelispor,False,,,,,,,
,Turkey,,24607,https://media.api-sports.io/football/teams/24607.png,Viranşehir Belediyespor,False,,,,,,,
,Turkey,,24957,https://media.api-sports.io/football/teams/24957.png,Yalova Yeşilovaspor,False,,,,,,,
,Turkey,,24958,https://media.api-sports.io/football/teams/24958.png,Yeni Çanspor,False,,,,,,,
